Season,Team,Rel_Pace,Rel_ORtg,Rel_DRtg,Playoffs,Age,Ht.,Wt.,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Predicted,Error
1995-96,Atlanta Hawks,-2.2,1.8,0.4,2.0,0.5760000000000005,-0.0259999999999998,-5.586000000000013,90.0,-0.014000000000000012,279.10300000000007,-0.010000000000000009,-189.10300000000007,-0.009000000000000008,-152.30999999999995,0.017000000000000015,146.9659999999999,-199.69000000000005,-251.34500000000003,117.48299999999995,-96.10300000000001,-69.9659999999999,-175.86200000000008,-100.27599999999984,1.0,1.0
1994-95,Atlanta Hawks,-3.1,-1.7,-3.1,1.0,0.9740000000000002,-0.040000000000000036,-1.6299999999999955,-2.332999999999629,-0.019000000000000017,324.8520000000001,-0.01799999999999996,-327.1850000000004,-0.01100000000000001,-271.92599999999993,-0.013000000000000012,34.44399999999996,-66.07400000000007,-158.8889999999999,59.11099999999999,-11.333000000000027,-86.519,-120.481,-394.48099999999977,1.0,0.0
1993-94,Atlanta Hawks,-0.9,0.9,-4.6,2.0,1.506999999999998,0.0680000000000005,-1.4439999999999884,114.88900000000012,-0.0050000000000000044,18.629999999999995,-0.009000000000000008,96.25900000000001,-0.0040000000000000036,-114.33300000000008,0.018000000000000016,113.44399999999996,33.92599999999993,55.888999999999896,187.14800000000002,20.148000000000025,-60.0,-192.59300000000007,-5.593000000000757,1.0,1.0
1992-93,Atlanta Hawks,0.8,1.3,2.2,1.0,0.0,-0.009000000000000341,-1.0740000000000123,224.03700000000026,-0.006999999999999951,341.778,0.023999999999999966,-117.74099999999999,-0.0030000000000000027,-52.07400000000007,-0.01200000000000001,159.03700000000003,-62.22200000000021,57.888999999999896,104.81500000000005,-150.074,34.184999999999945,-91.85200000000009,181.66699999999946,1.0,0.0
1990-91,Atlanta Hawks,0.8,3.0,2.2,1.0,1.811,-0.11099999999999977,-10.925999999999988,72.66700000000037,-0.010999999999999954,250.37,0.009000000000000008,-177.70399999999972,-0.006000000000000005,257.4810000000002,0.03600000000000003,88.36999999999989,19.36999999999989,-164.96299999999997,24.77800000000002,-56.519000000000005,-84.36999999999989,-132.1479999999999,285.59300000000076,1.0,0.0
1988-89,Atlanta Hawks,-2.3,4.4,-0.6,1.0,1.6280000000000001,-0.040000000000000036,-7.960000000000008,-65.39999999999964,-0.006000000000000005,-140.24,-0.033999999999999975,74.84000000000015,-0.007000000000000006,346.32000000000016,0.03300000000000003,183.03999999999996,-96.2800000000002,-107.23999999999978,72.24000000000001,36.04000000000002,-102.48000000000002,-60.16000000000008,150.1200000000008,1.0,0.0
1987-88,Atlanta Hawks,-3.2,3.3,-0.4,2.0,-0.06499999999999773,0.03200000000000003,-4.0,-91.08700000000044,0.0050000000000000044,-127.60899999999998,-0.0050000000000000044,36.521999999999935,0.0010000000000000009,52.608999999999924,0.0010000000000000009,61.30400000000009,-12.04300000000012,-51.0,-63.043000000000006,95.26100000000002,-147.3040000000001,73.43499999999995,-25.261000000000422,1.0,1.0
1986-87,Atlanta Hawks,-3.4,4.3,-3.1,2.0,-0.5,0.02200000000000024,-1.9569999999999936,-139.65200000000004,0.0010000000000000009,37.47800000000001,0.028000000000000025,-177.1300000000001,0.0,163.2170000000001,-0.0040000000000000036,144.56500000000005,73.86999999999989,-53.347999999999956,-7.1299999999999955,58.34800000000001,-114.04299999999989,139.9570000000001,9.304000000000087,1.0,1.0
1985-86,Atlanta Hawks,-2.1,0.7,-1.6,2.0,-1.4699999999999989,0.03200000000000003,-1.7390000000000043,-239.08700000000044,0.0030000000000000027,-107.60899999999998,-0.069,-131.47800000000007,0.0020000000000000018,222.3040000000001,-0.02400000000000002,89.82600000000002,-8.04300000000012,-108.26099999999997,15.303999999999974,3.1299999999999955,20.173999999999978,102.91300000000001,-132.04299999999967,1.0,1.0
1983-84,Atlanta Hawks,-6.1,-2.1,-0.7,1.0,0.2170000000000023,-0.028999999999999915,-6.217000000000013,-436.1300000000001,-0.018000000000000016,-88.957,-0.024999999999999994,-347.174,-0.02100000000000002,-20.434999999999945,0.0020000000000000018,-52.0,-132.26099999999997,-320.6959999999999,-71.43499999999995,123.043,-138.60899999999992,-20.86999999999989,-708.0429999999997,1.0,0.0
1982-83,Atlanta Hawks,-4.2,-2.5,-1.5,1.0,0.5,-0.02200000000000024,-6.956999999999994,-206.08700000000044,-0.016000000000000014,3.304000000000002,0.00799999999999998,-209.39099999999962,-0.017000000000000015,-207.95699999999988,0.01200000000000001,-77.08699999999999,3.3040000000000873,-179.43499999999995,-156.47799999999995,205.60899999999998,-142.8699999999999,-81.17399999999998,-563.1740000000009,1.0,0.0
1981-82,Atlanta Hawks,-5.8,-1.8,-2.3,1.0,0.33899999999999864,-0.01100000000000012,-4.695999999999998,-459.5649999999996,-0.017000000000000015,-59.304,-0.034,-400.2610000000004,-0.018000000000000016,44.0,0.02300000000000002,-40.608999999999924,-21.04300000000012,-247.52199999999993,-92.30399999999997,44.52199999999999,-110.69599999999991,122.26099999999997,-622.3040000000001,1.0,0.0
2019-20,Brooklyn Nets,1.1,-1.7,-1.1,1.0,0.28000000000000114,0.017000000000000348,2.266999999999996,227.46699999999964,-0.01200000000000001,337.5999999999999,-0.014999999999999958,-110.13299999999981,0.0,100.56700000000001,-0.027000000000000024,54.66700000000003,229.0999999999999,39.36699999999996,-76.0,-22.932999999999993,72.26700000000005,43.200000000000045,155.067,1.0,0.0
2018-19,Brooklyn Nets,0.8,-0.8,-0.7,1.0,-0.8770000000000024,0.036000000000000476,-2.733000000000004,42.733000000000175,-0.01100000000000001,340.2669999999998,-0.0020000000000000018,-297.53300000000036,-0.007000000000000006,196.067,-0.02200000000000002,51.533000000000015,63.90000000000009,-62.09999999999991,-86.96699999999998,-67.16699999999997,81.20000000000005,48.833000000000084,84.89999999999964,1.0,0.0
2014-15,Brooklyn Nets,-1.2,-1.2,1.8,1.0,1.8530000000000015,0.03900000000000059,6.36699999999999,-48.33299999999963,0.0020000000000000018,-204.9000000000001,-0.01799999999999996,156.567,0.0030000000000000027,-56.26700000000005,-0.0030000000000000027,-46.700000000000045,-30.432999999999993,-90.73299999999995,-58.36699999999996,-53.233000000000004,-44.06700000000001,-78.59999999999991,-163.16699999999946,1.0,0.0
2013-14,Brooklyn Nets,-2.5,0.0,1.0,2.0,3.460000000000001,0.04400000000000048,1.5670000000000073,-414.7330000000002,0.0040000000000000036,156.20000000000005,0.010000000000000009,-570.933,0.008000000000000007,67.70000000000005,-0.0040000000000000036,-173.86699999999996,-203.5,-90.36699999999996,75.16700000000003,-75.46699999999998,-10.133000000000038,79.56700000000001,-203.73300000000017,1.0,1.0
2012-13,Brooklyn Nets,-3.2,2.3,0.3,1.0,1.9400000000000013,0.04999999999999982,4.932999999999993,-176.30000000000018,-0.0030000000000000027,124.43299999999999,-0.0010000000000000009,-300.7330000000002,0.0,140.23299999999995,-0.02200000000000002,131.79999999999995,-77.30000000000018,-145.83300000000008,-40.26700000000005,-29.733000000000004,13.767000000000053,-125.83300000000008,-96.76699999999983,1.0,0.0
2006-07,New Jersey Nets,-0.5,-0.8,0.1,2.0,1.6099999999999994,0.05799999999999983,1.8669999999999902,-156.76699999999983,-0.0010000000000000009,286.933,0.006000000000000005,-443.6999999999998,0.0040000000000000036,14.699999999999818,-0.026000000000000023,-90.0,70.5329999999999,216.5,-94.56700000000001,-104.63299999999998,-29.067000000000007,46.799999999999955,-95.63299999999981,1.0,1.0
2005-06,New Jersey Nets,-0.7,-2.3,-3.8,2.0,2.0630000000000024,0.036000000000000476,4.167000000000002,-160.16700000000037,-0.014000000000000012,136.567,-0.02699999999999997,-296.7330000000002,-0.006000000000000005,30.333000000000084,0.01200000000000001,-94.36699999999996,96.90000000000009,193.63300000000004,-29.732999999999947,-107.33300000000003,-62.9670000000001,36.799999999999955,-263.6999999999998,1.0,1.0
2004-05,New Jersey Nets,-1.8,-4.7,-3.0,1.0,0.9299999999999997,-0.04999999999999982,0.967000000000013,-168.53300000000036,-0.018000000000000016,-88.59999999999991,0.009000000000000008,-79.93299999999999,-0.025999999999999968,-97.5,0.006000000000000005,-129.79999999999995,-60.5329999999999,27.267000000000053,33.700000000000045,-90.767,-25.232999999999947,129.29999999999995,-474.3000000000002,1.0,0.0
2003-04,New Jersey Nets,-0.7,-2.1,-4.9,2.0,0.6899999999999977,0.0259999999999998,-2.241000000000014,-172.89699999999993,0.0030000000000000027,-100.86200000000008,-0.009999999999999953,-72.03399999999965,0.0040000000000000036,-128.9659999999999,0.0010000000000000009,-129.48299999999995,3.7590000000000146,262.172,58.51700000000005,-92.55200000000002,-18.93100000000004,-36.827999999999975,-257.5169999999998,1.0,1.0
2002-03,New Jersey Nets,0.6,0.2,-5.5,4.0,0.08600000000000207,0.028999999999999915,-1.1380000000000052,-39.44800000000032,-0.0010000000000000009,-162.86200000000008,-0.014999999999999958,123.41399999999976,-0.0010000000000000009,191.4480000000001,-0.0010000000000000009,2.93100000000004,46.965999999999894,123.79299999999989,65.82799999999997,-37.31,-11.13799999999992,-11.792999999999893,23.378999999999905,1.0,3.0
2001-02,New Jersey Nets,1.1,-0.5,-5.0,4.0,-1.323999999999998,0.040000000000000036,1.1030000000000086,151.75900000000001,0.0010000000000000009,-15.448000000000093,-0.013999999999999957,167.20700000000033,0.002999999999999947,-46.44800000000009,-0.018000000000000016,35.759000000000015,41.378999999999905,192.3789999999999,76.75900000000001,61.65499999999997,3.1720000000000255,-7.276000000000067,59.930999999999585,1.0,3.0
1997-98,New Jersey Nets,0.7,3.3,1.6,1.0,0.12400000000000233,-0.0259999999999998,-9.689999999999998,392.241,-0.010000000000000009,-105.44800000000009,-0.012999999999999956,497.6899999999996,-0.012999999999999956,196.0340000000001,0.007000000000000006,273.89699999999993,-199.72400000000016,-121.41399999999999,89.30999999999995,-101.93099999999998,-89.75900000000001,79.82799999999997,333.1379999999999,1.0,0.0
1993-94,New Jersey Nets,0.4,0.9,-1.4,1.0,-0.593,-0.01499999999999968,0.5560000000000116,190.88900000000012,-0.02100000000000002,-128.37,-0.0050000000000000044,319.259,-0.025999999999999968,310.6669999999999,0.028000000000000025,163.44399999999996,166.92599999999993,-100.1110000000001,-31.851999999999975,147.14800000000002,-116.0,-124.59300000000007,137.40699999999924,1.0,0.0
1992-93,New Jersey Nets,-0.8,-1.5,-2.8,1.0,0.1999999999999993,0.07399999999999984,0.9259999999999877,36.03700000000026,-0.010999999999999954,-246.22199999999998,-0.013000000000000012,282.259,-0.016000000000000014,-15.07400000000007,0.013000000000000012,160.03700000000003,99.77799999999979,-154.1110000000001,-8.184999999999945,97.92599999999999,50.184999999999945,-6.852000000000089,-201.33300000000054,1.0,0.0
1991-92,New Jersey Nets,1.4,-1.2,0.5,1.0,-1.5779999999999994,0.0680000000000005,1.7040000000000077,417.3699999999999,-0.013999999999999957,44.148000000000025,0.009000000000000008,373.22199999999975,-0.016000000000000014,-178.9630000000002,-0.026000000000000023,334.70399999999995,-11.44399999999996,-70.1110000000001,27.44399999999996,162.55599999999998,116.81500000000005,10.77800000000002,5.6299999999992,1.0,0.0
1985-86,New Jersey Nets,1.2,-2.2,-0.3,1.0,0.7300000000000004,-0.051000000000000156,-1.7390000000000043,32.912999999999556,-0.0010000000000000009,-59.60899999999998,-0.067,92.52199999999993,0.0,-85.69599999999991,-0.0010000000000000009,23.826000000000022,69.95699999999988,-5.260999999999967,28.303999999999974,-85.87,112.17399999999998,61.91300000000001,-89.04299999999967,1.0,0.0
1984-85,New Jersey Nets,-1.1,0.0,-0.2,1.0,0.0519999999999996,-0.028999999999999915,0.043000000000006366,138.5649999999996,-0.0010000000000000009,-33.261000000000024,-0.04200000000000001,171.82600000000002,-0.0010000000000000009,-170.8699999999999,-0.03400000000000003,59.13000000000011,-66.69599999999991,10.173999999999978,71.043,-20.60899999999998,-109.95700000000011,-34.04299999999989,-113.73899999999958,1.0,0.0
1983-84,New Jersey Nets,1.6,-1.5,-2.6,2.0,-0.8829999999999991,-0.028999999999999915,-0.21700000000001296,12.86999999999989,0.006000000000000005,37.043000000000006,-0.031,-24.173999999999978,0.008000000000000007,53.565000000000055,-0.05900000000000005,57.0,-51.26099999999997,0.3040000000000873,116.56500000000005,64.043,140.39100000000008,131.1300000000001,-10.042999999999665,1.0,1.0
1982-83,New Jersey Nets,0.9,-3.1,-5.8,1.0,-0.9000000000000021,-0.02200000000000024,-0.9569999999999936,-212.08700000000044,0.007000000000000006,-35.696,-0.03,-176.39099999999962,0.006000000000000005,-17.95699999999988,-0.03400000000000003,49.91300000000001,-2.6959999999999127,18.565000000000055,181.52200000000005,132.60899999999998,306.1300000000001,62.82600000000002,-226.1740000000009,1.0,0.0
1981-82,New Jersey Nets,2.2,-3.9,-4.6,1.0,-1.061,-0.0940000000000003,-2.695999999999998,-8.5649999999996,-0.007000000000000006,-41.304,-0.048000000000000015,32.73899999999958,-0.007000000000000006,11.0,-0.017000000000000015,18.391000000000076,-69.04300000000012,33.478000000000065,217.69600000000003,40.52199999999999,196.3040000000001,149.26099999999997,-157.3040000000001,1.0,0.0
2019-20,Boston Celtics,-0.8,2.7,-3.6,3.0,-0.7199999999999989,-0.06599999999999984,3.266999999999996,177.46699999999964,0.0010000000000000009,78.59999999999991,0.006000000000000005,98.86700000000019,-0.0020000000000000018,36.56700000000001,0.029000000000000026,56.66700000000003,95.09999999999991,-66.63300000000004,55.0,60.06700000000001,-31.732999999999947,86.20000000000005,290.067,1.0,2.0
2018-19,Boston Celtics,-0.4,1.8,-2.6,2.0,-0.5770000000000017,-0.04699999999999971,3.266999999999996,107.73300000000017,0.0050000000000000044,204.26699999999983,0.010000000000000009,-96.53300000000036,0.007000000000000006,-293.933,0.03500000000000003,-44.466999999999985,-6.099999999999909,138.9000000000001,80.03300000000002,28.833000000000027,-102.79999999999995,-44.166999999999916,96.89999999999964,1.0,1.0
2017-18,Boston Celtics,-1.3,-1.0,-4.7,3.0,-1.7469999999999999,-0.04100000000000037,2.8000000000000114,-81.96699999999964,-0.010000000000000009,114.0,0.015000000000000013,-195.96699999999964,-0.020000000000000018,-80.5,0.0040000000000000036,-29.366999999999962,105.9670000000001,-63.43299999999999,-28.767000000000053,-21.86700000000002,-20.732999999999947,-9.900000000000091,-190.33300000000054,1.0,2.0
2016-17,Boston Celtics,0.4,2.4,-0.4,3.0,-0.6870000000000012,-0.12699999999999978,-0.8000000000000114,-25.83299999999963,-0.0030000000000000027,527.933,0.0020000000000000018,-553.7669999999998,0.01100000000000001,7.833000000000084,0.03500000000000003,-87.23299999999995,-38.9670000000001,213.66699999999992,-14.66700000000003,-48.966999999999985,-56.0,54.333000000000084,198.5669999999991,1.0,2.0
2015-16,Boston Celtics,2.7,0.4,-2.8,1.0,-1.4370000000000012,-0.12699999999999978,-0.3329999999999984,383.03300000000036,-0.013000000000000012,167.29999999999995,-0.01799999999999996,215.73300000000017,-0.009000000000000008,13.366999999999962,0.030000000000000027,95.86699999999996,-1.0329999999999018,153.26700000000005,108.56700000000001,-58.43299999999999,-52.4670000000001,134.20000000000005,249.9330000000009,1.0,0.0
2014-15,Boston Celtics,1.9,-0.9,-1.1,1.0,-1.7469999999999999,-0.043999999999999595,3.3669999999999902,358.66700000000037,-0.006000000000000005,183.0999999999999,-0.021999999999999964,175.567,0.0020000000000000018,-195.26700000000005,0.0030000000000000027,17.299999999999955,27.567000000000007,202.26700000000005,39.63300000000004,-99.233,-44.06700000000001,80.40000000000009,110.83300000000054,1.0,0.0
2012-13,Boston Celtics,-0.3,-2.8,-2.6,1.0,2.4400000000000013,-0.03300000000000036,-4.067000000000007,-261.3000000000002,0.01200000000000001,-245.567,0.0,-15.733000000000175,0.010000000000000009,-119.76700000000005,0.02300000000000002,-261.20000000000005,-4.300000000000182,29.166999999999916,27.732999999999947,-55.733000000000004,-11.232999999999947,91.16699999999992,-222.76699999999983,1.0,0.0
2011-12,Boston Celtics,-0.9,-3.6,-6.4,3.0,2.7200000000000024,-0.025000000000000355,-5.667000000000002,-288.16700000000037,0.01200000000000001,-225.16699999999992,0.020000000000000018,-63.0,0.006000000000000005,-174.4000000000001,0.025000000000000022,-241.39999999999998,17.633000000000038,172.567,-8.666999999999973,25.80000000000001,17.0,23.5329999999999,-291.1329999999998,1.0,2.0
2010-11,Boston Celtics,-1.7,-1.1,-7.0,2.0,2.907,-0.0389999999999997,4.266999999999996,-440.66700000000037,0.02699999999999997,-358.0999999999999,0.009000000000000008,-82.56700000000001,0.025000000000000022,-102.90000000000009,0.007000000000000006,-255.79999999999995,42.93299999999999,158.0999999999999,75.23299999999995,-54.86700000000002,26.166999999999916,-20.432999999999993,-250.1329999999998,1.0,1.0
2009-10,Boston Celtics,-1.1,0.1,-3.8,4.0,2.7929999999999993,-0.043999999999999595,0.6330000000000098,-405.6329999999998,0.021999999999999964,-54.40000000000009,-0.0050000000000000044,-351.2330000000002,0.030000000000000027,77.43299999999999,-0.013000000000000012,-182.5,-73.83300000000008,188.067,109.03300000000002,3.766999999999996,52.93299999999999,105.70000000000005,-100.66699999999946,1.0,3.0
2008-09,Boston Celtics,-1.3,2.2,-6.0,2.0,1.2370000000000019,-0.03599999999999959,3.967000000000013,-302.1329999999998,0.02699999999999997,-131.0999999999999,0.03200000000000003,-171.03300000000036,0.025000000000000022,46.36699999999996,-0.006000000000000005,-36.23299999999995,105.0329999999999,141.83300000000008,24.899999999999977,-6.899999999999977,129.36699999999996,171.5,79.03299999999945,1.0,1.0
2007-08,Boston Celtics,-1.5,2.7,-8.6,5.0,1.1199999999999974,-0.043999999999999595,2.1670000000000016,-397.3670000000002,0.01799999999999996,79.20000000000005,0.02100000000000002,-476.567,0.02100000000000002,130.567,0.015000000000000013,-88.36699999999996,91.0,49.4670000000001,99.43299999999999,-9.367000000000019,88.70000000000005,140.36699999999996,51.29999999999927,1.0,4.0
2004-05,Boston Celtics,2.4,1.4,0.5,1.0,0.23000000000000043,0.03300000000000036,-0.03299999999998704,-76.53300000000036,0.02100000000000002,-39.59999999999991,-0.0040000000000000036,-36.93299999999999,0.026000000000000023,186.5,0.007000000000000006,-75.79999999999995,-9.532999999999902,65.26700000000005,50.700000000000045,24.233000000000004,107.76700000000005,144.29999999999995,333.6999999999998,1.0,0.0
2003-04,Boston Celtics,3.1,-0.8,0.8,1.0,-0.610000000000003,0.0259999999999998,-0.24100000000001387,-129.89699999999993,0.0050000000000000044,375.1379999999999,0.0,-505.03399999999965,0.014999999999999958,110.0340000000001,-0.0020000000000000018,-140.48299999999995,-29.240999999999985,-63.827999999999975,119.51700000000005,-83.55200000000002,104.06899999999996,78.17200000000003,152.48300000000017,1.0,0.0
2002-03,Boston Celtics,-0.1,-2.4,-2.0,2.0,-0.31400000000000006,-0.05400000000000027,-0.13800000000000523,-115.44800000000032,-0.027000000000000024,951.1379999999999,-0.012999999999999956,-1066.5860000000002,-0.008000000000000007,-9.551999999999907,-0.016000000000000014,-139.06899999999996,-10.034000000000106,-188.2070000000001,68.82799999999997,-108.31,-76.13799999999992,-25.792999999999893,-197.6210000000001,2.0,0.0
2001-02,Boston Celtics,1.8,-1.1,-3.5,3.0,-1.2240000000000002,-0.04300000000000015,3.1030000000000086,66.75900000000001,-0.02100000000000002,736.5519999999999,0.007000000000000006,-669.7929999999997,-0.016000000000000014,6.551999999999907,0.01100000000000001,-112.24099999999999,96.3789999999999,-75.6210000000001,153.75900000000001,-136.34500000000003,-71.82799999999997,34.72399999999993,71.93099999999959,1.0,2.0
1994-95,Boston Celtics,1.1,0.3,2.3,1.0,-0.0259999999999998,-0.040000000000000036,-4.6299999999999955,164.66700000000037,-0.0020000000000000018,-271.1479999999999,0.009000000000000008,435.8149999999996,-0.01100000000000001,48.07400000000007,0.016000000000000014,86.44399999999996,-18.07400000000007,-132.8889999999999,-66.88900000000001,-62.33300000000003,-2.5190000000000055,50.519000000000005,112.51900000000023,1.0,0.0
1992-93,Boston Celtics,-1.9,0.7,-0.2,1.0,1.5,-0.009000000000000341,-4.074000000000012,45.03700000000026,0.014000000000000012,-351.222,-0.04400000000000004,396.259,0.009000000000000008,-361.07400000000007,0.02300000000000002,-54.962999999999965,29.777999999999793,-27.111000000000104,-54.184999999999945,29.925999999999988,-130.81500000000005,-36.85200000000009,-130.33300000000054,1.0,0.0
1991-92,Boston Celtics,-0.8,2.6,-1.2,2.0,2.0219999999999985,-0.01499999999999968,-1.2959999999999923,33.36999999999989,0.020000000000000018,-266.852,-0.019000000000000017,300.22199999999975,0.016000000000000014,-270.9630000000002,0.050000000000000044,-82.29600000000005,179.55600000000004,64.8889999999999,-72.55600000000004,31.555999999999983,-110.18499999999995,-137.22199999999998,109.6299999999992,1.0,1.0
1990-91,Boston Celtics,0.7,4.7,-1.2,2.0,1.0109999999999992,0.055000000000000604,-3.9259999999999877,63.66700000000037,0.03700000000000003,-239.63,0.0,303.2960000000003,0.03400000000000003,-289.5189999999998,0.05999999999999994,-58.63000000000011,296.3699999999999,131.03700000000003,-32.22199999999998,134.481,4.630000000000109,-205.1479999999999,427.59300000000076,2.0,0.0
1989-90,Boston Celtics,-0.1,3.9,-0.2,1.0,3.1110000000000007,0.055000000000000604,1.2959999999999923,1.667000000000371,0.02100000000000002,-137.03700000000003,-0.05399999999999999,138.70399999999972,0.02400000000000002,-184.70400000000018,0.06899999999999995,-68.55600000000004,303.85199999999986,385.1110000000001,-160.29600000000005,39.92599999999999,-60.85200000000009,-189.59300000000007,249.59300000000076,1.0,0.0
1988-89,Boston Celtics,-2.5,3.0,1.8,1.0,1.6280000000000001,0.04300000000000015,-3.960000000000008,-152.39999999999964,0.015000000000000013,-228.24,-0.059,75.84000000000015,0.014000000000000012,-13.679999999999836,0.016000000000000014,-9.960000000000036,29.7199999999998,91.76000000000022,-105.75999999999999,-19.95999999999998,-76.48000000000002,-64.16000000000008,6.1200000000008,1.0,0.0
